""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"
"otu759"	61	7298	494	987	324	593	904	239	186	330	676	1088	4156	918	1534	853	1228	2026	529	463	1645	1184	484	3545	724	412	1150	1069	1504	600
"otu76"	692	506	904	59	951	1127	1031	1269	676	458	344	722	179	407	723	327	246	1106	1156	6968	481	2036	2111	948	162	3601	361	245	3840	156
"otu760"	2534	1750	650	195	281	280	1417	150	423	141	5146	221	194	2533	567	677	1545	3693	297	202	525	378	501	236	600	165	924	323	1528	284
"otu761"	262	457	201	637	61	172	218	1756	612	492	873	753	331	359	1040	2893	1031	1231	271	2306	1372	186	340	190	415	742	485	1697	2039	284
"otu762"	2208	1273	1003	542	203	283	294	410	47	1362	706	2097	1735	657	711	688	937	568	697	5652	915	309	2727	236	146	93	407	432	801	114
"otu763"	2110	172	751	796	1968	819	1023	931	294	308	199	584	990	941	1266	140	205	888	180	1239	274	157	320	5915	672	1937	890	541	108	305
"otu764"	471	1835	390	10895	60	533	489	1065	663	968	786	1893	424	679	715	63	1984	211	637	865	1157	233	156	395	397	206	127	28	455	1086
"otu765"	748	939	1500	306	741	877	445	984	186	209	175	89	484	813	627	251	294	170	811	2331	357	2882	407	370	210	634	577	419	432	140
"otu766"	915	1068	830	1020	796	58	2502	193	283	829	103	86	389	75	1448	765	1655	1363	84	1707	1369	570	189	41	615	1786	272	940	1877	878
"otu767"	2202	218	249	329	420	305	431	468	4425	226	1095	419	218	349	466	168	69	1283	2608	1814	1236	178	638	824	778	134	2556	930	620	1720
"otu768"	605	353	166	1712	536	462	900	530	2103	356	981	1076	322	780	549	770	311	751	291	1174	288	111	576	386	353	791	97	666	810	2883
"otu769"	207	979	642	836	314	2629	215	271	3804	573	547	238	6872	589	806	245	306	246	602	586	659	348	548	550	280	1769	397	215	130	183
"otu77"	277	143	719	759	848	592	1174	5673	691	171	1523	1167	2692	513	479	296	171	106	615	366	380	253	2165	890	272	434	982	1236	1243	492
"otu770"	1401	337	2181	601	616	152	201	369	207	118	3333	228	2967	1297	999	1749	103	367	247	549	1142	1149	294	539	87	743	480	920	441	1609
"otu771"	410	271	2048	2270	91	242	506	145	1213	594	1058	515	523	6334	395	383	912	2596	366	4311	714	266	162	886	368	368	592	254	1185	1411
"otu772"	106	667	746	269	2006	2053	648	2045	650	799	1148	535	164	87	386	825	2608	474	634	469	1104	432	253	461	6048	289	416	894	264	73
"otu773"	1902	435	658	212	1082	738	516	439	221	341	242	84	414	110	384	1400	1625	330	210	461	629	919	204	139	410	1636	845	382	168	3963
"otu774"	3139	2546	515	166	412	889	631	919	1051	8491	297	137	415	6386	469	457	2330	261	2157	386	1031	340	122	345	2137	419	428	652	872	137
"otu775"	254	290	208	761	1711	890	549	518	146	262	263	961	160	1043	2114	1310	539	1096	745	828	2754	228	2309	4824	927	743	778	412	67	1554
"otu776"	871	481	194	289	182	752	63	6152	1063	561	2052	2351	875	176	870	1748	873	287	925	230	279	597	915	1621	113	3154	1388	388	1403	4917
"otu777"	526	1709	1282	90	663	220	804	1733	1716	957	682	1334	307	717	323	111	2246	1111	589	64	899	309	120	1611	300	309	540	1173	1984	1689
"otu778"	128	839	4595	572	1253	1505	227	724	2064	214	200	2665	279	683	2058	768	87	335	1592	750	516	92	1281	334	207	214	7994	405	2880	1036
"otu779"	663	405	383	584	825	369	568	386	1828	253	144	135	321	758	624	648	282	436	930	888	76	50	619	448	570	7704	686	295	491	841
"otu78"	343	541	1994	412	283	97	404	384	1452	663	2460	300	562	1378	126	263	231	310	420	1763	3831	2400	330	285	453	342	1812	484	400	47
"otu780"	908	163	511	2082	475	295	722	140	384	824	196	999	108	577	696	242	251	625	90	160	841	310	938	1773	187	920	1889	7380	218	218
"otu781"	1391	74	575	1306	1076	995	1482	326	248	502	741	275	79	1161	331	3352	147	433	767	677	1246	365	294	323	242	424	787	284	536	816
"otu782"	1635	940	304	461	371	524	202	1248	1490	1929	1113	47	3867	422	144	346	1198	1289	2529	760	39	351	67	630	744	186	399	344	305	757
"otu783"	2645	1791	518	1566	2205	709	1176	6199	401	2757	151	584	2723	334	315	99	1063	2462	239	348	300	266	598	1043	96	502	1011	73	530	434
"otu784"	174	1324	509	1217	7060	2274	443	1423	357	2360	156	166	304	299	240	385	423	557	2047	121	703	307	229	283	201	649	1688	1526	539	2914
"otu785"	330	144	735	54	2729	359	1804	907	155	3265	541	805	174	360	2735	3411	189	1234	1570	101	1366	237	444	417	926	670	138	397	290	1016
"otu786"	220	765	152	312	159	224	4112	91	1766	1142	1031	591	3258	827	146	1142	364	694	1690	2073	992	375	1410	208	1433	335	343	235	794	1265
"otu787"	582	1623	396	1257	238	190	506	408	915	716	137	581	2138	905	271	3604	235	5873	401	278	1848	237	894	434	1012	704	2069	219	380	266
"otu788"	568	2167	562	379	4663	1067	1050	2386	438	487	298	502	3605	105	1336	722	337	331	1869	568	281	286	201	360	710	417	69	121	302	1228
"otu789"	861	734	988	1521	402	523	2883	471	614	345	723	1308	541	240	799	185	436	205	1223	2564	1364	200	540	319	407	657	372	851	1072	1088
"otu79"	278	493	729	1718	721	1529	1384	235	356	404	196	2192	2662	706	4462	241	185	449	658	745	393	755	492	79	64	4056	2767	988	1696	485
"otu790"	5722	204	591	511	524	1125	5437	939	1663	450	231	439	1122	1645	4191	1539	1127	2616	749	293	2433	1541	233	1260	1013	117	1144	7514	324	559
"otu791"	1640	1712	188	210	667	1911	418	1268	1254	82	222	269	106	1197	129	917	1022	531	239	288	684	1035	845	568	1235	1254	1588	464	45	369
"otu792"	617	252	141	75	2625	570	7226	262	534	1315	267	128	623	1038	79	355	632	1331	2346	783	1357	1886	773	283	1133	1767	310	4187	2395	1698
"otu793"	3007	573	1940	652	1390	2752	214	390	774	148	1970	315	318	178	325	331	124	804	181	236	481	837	1501	476	1249	995	550	537	808	286
"otu794"	1921	101	534	229	1074	4324	262	327	528	414	2369	688	1331	3828	852	920	264	954	601	231	1157	901	176	120	554	3136	1278	182	663	380
"otu795"	140	704	7546	205	61	2283	2108	288	2224	190	1026	619	1078	1037	546	1353	1038	372	1257	500	2612	230	752	162	162	531	180	1091	662	584
"otu796"	1051	2982	550	366	107	367	1181	292	1555	617	600	207	192	1167	1789	1848	507	1101	155	45	315	219	1930	156	6732	92	144	440	612	59
"otu797"	2849	629	618	685	97	4539	1962	513	363	316	680	714	57	1354	119	350	500	239	228	575	600	1354	940	1253	2125	407	1375	191	1544	2950
"otu798"	232	2517	2064	524	1072	141	319	1835	376	812	396	821	484	4509	1135	495	4654	1152	1577	3718	326	135	2221	190	932	2056	137	3720	603	188
"otu799"	2135	291	1406	84	455	1341	412	783	239	714	233	629	604	823	131	1014	434	2520	214	1792	1875	990	204	1818	872	891	1263	729	803	496
"otu8"	339	883	174	209	1564	1574	39	271	1419	2197	275	492	379	886	686	466	615	2617	494	298	1449	273	255	2120	1449	605	421	612	1461	415
"otu80"	720	1332	282	361	1343	8673	1102	1243	1128	1890	981	80	2481	223	1098	1438	73	587	335	120	204	2737	1231	132	98	201	2132	4196	1403	3092
"otu800"	283	337	229	337	2645	45	1123	96	478	6595	492	347	1044	432	260	58	495	676	616	701	229	475	385	1401	864	2061	93	228	819	910
"otu801"	400	313	833	293	2337	647	414	580	733	1453	2340	386	174	272	1307	1615	340	1318	195	622	125	2947	961	439	80	3298	3050	3504	1058	973
"otu802"	221	238	65	2271	54	1774	561	724	73	832	222	1452	754	837	314	1823	820	659	159	1269	1126	258	26	7468	233	308	1206	7202	1266	102
"otu803"	306	173	504	3413	739	363	4562	1018	992	6514	117	2923	540	625	447	555	574	596	660	1551	463	763	2287	228	2014	2353	885	132	457	1184
"otu804"	1570	748	480	2119	347	256	648	449	662	1076	118	791	4536	148	72	343	2216	95	370	750	556	1451	5644	416	1784	1782	437	6357	1420	312
"otu805"	1890	508	120	1560	2911	203	226	155	451	1218	2460	340	377	617	569	252	387	654	476	995	6111	2002	669	4187	805	614	175	711	230	139
"otu806"	3611	586	826	2820	137	2085	1005	214	1545	1910	1801	97	948	185	180	314	195	261	1240	811	505	1441	531	1237	156	932	1801	1454	1529	58
"otu807"	140	623	171	271	5307	675	165	145	27	502	363	364	855	722	394	731	713	2036	1523	541	2626	251	881	565	137	780	750	1096	369	734
"otu808"	2059	351	954	581	322	318	178	3659	298	437	1088	25085	1853	296	283	172	569	1559	393	863	138	7062	1533	814	458	364	785	119	320	923
"otu809"	920	552	481	473	453	442	706	1085	862	1055	457	1070	1590	155	418	1079	577	224	422	530	3494	242	109	437	3228	2151	351	1194	384	292
"otu81"	580	946	1290	882	1188	2436	654	1251	58	270	1172	1578	132	126	1744	719	838	153	1903	228	4428	398	5823	315	1759	1616	832	181	690	4565
"otu810"	1067	618	382	1139	6502	434	786	1122	1667	1323	308	1831	363	2511	1950	1211	3626	251	1537	1124	1634	495	570	143	614	1358	111	254	3980	636
"otu811"	670	2179	330	749	751	232	1053	259	118	724	1103	535	733	825	373	2169	145	437	369	619	1282	206	558	276	738	1168	499	1025	2103	851
"otu812"	1253	354	270	260	737	1183	429	276	687	1276	122	112	364	455	958	2700	300	1524	651	74	446	47	263	2813	278	354	182	223	221	315
"otu813"	639	1577	195	148	796	694	464	942	1040	1163	639	205	80	1690	292	258	3128	699	121	235	826	153	323	239	274	1675	411	1258	3305	2023
"otu814"	640	250	1102	191	111	3907	396	360	629	422	385	1086	1278	165	184	1050	2057	81	177	1676	1937	232	205	1106	236	2218	848	468	672	712
"otu815"	1925	154	796	803	1021	111	531	887	1686	1360	256	288	3081	147	3593	137	1306	501	130	122	825	404	550	780	190	596	425	2729	949	3549
"otu816"	387	1330	314	206	836	88	1341	1238	255	66	183	657	638	446	641	519	195	334	3493	149	1366	801	371	1020	4422	159	941	207	1081	203
"otu817"	3451	686	537	465	217	384	344	103	1388	1194	904	472	264	2864	85	780	4562	347	1009	597	298	258	231	1115	595	267	273	450	833	213
"otu818"	186	569	1931	327	535	620	93	932	237	696	953	1289	623	875	808	432	152	295	2089	247	2610	872	272	271	93	306	537	717	645	397
"otu819"	329	1800	61	937	843	96	151	1082	3183	289	353	357	1648	1879	498	456	1190	314	373	667	787	252	9005	397	581	4502	2253	1070	507	203
"otu82"	270	282	1544	406	508	416	146	1361	2511	629	730	1941	745	994	521	113	1347	387	447	381	643	921	10730	201	182	781	607	173	830	68
"otu820"	773	156	415	460	173	1196	1741	747	413	1344	179	352	193	2289	142	426	498	536	154	914	863	133	1389	894	961	1458	427	577	1043	1133
"otu821"	1654	229	707	108	552	925	58	115	788	148	298	287	114	169	202	1582	1744	218	178	458	262	885	981	3128	389	3032	394	295	3121	528
"otu822"	264	954	301	851	1049	1044	504	625	220	115	261	477	515	1854	449	458	207	374	291	4858	2199	631	399	641	290	438	658	1064	689	631
"otu823"	816	122	669	544	559	518	526	1146	568	746	1124	341	422	693	3198	1578	1925	564	384	859	573	384	238	145	2278	330	709	557	1822	396
"otu824"	437	439	92	1203	1892	414	569	243	358	208	1199	98	630	5564	242	1279	1842	104	2329	614	220	817	845	3327	2159	942	817	1256	1222	474
"otu825"	307	981	801	70	1666	971	158	785	308	732	641	1148	226	1709	148	1386	1534	236	703	121	620	1463	1045	687	578	503	1046	965	869	1432
"otu826"	1775	1740	535	49	2163	638	1661	939	174	93	197	711	473	1191	440	1637	171	1469	178	363	1526	917	636	281	465	545	175	174	1670	484
"otu827"	282	1661	417	1609	443	1221	74	6277	715	159	315	261	264	311	1578	256	972	235	237	1932	1505	483	1027	5020	313	3212	2171	810	535	1344
"otu828"	1716	1767	419	164	1104	740	1416	626	3997	413	204	464	2842	1804	357	533	3935	439	314	1772	3020	538	929	742	352	1157	1980	1714	84	540
"otu829"	337	1520	858	937	217	366	165	215	1502	847	231	692	225	665	1083	1286	1260	860	717	231	140	2064	1348	107	1220	169	664	360	1637	1130
"otu83"	2573	352	482	241	1692	1590	494	895	72	150	243	357	991	1003	230	517	1052	2224	1005	3738	1204	276	146	329	47	143	460	622	1127	1086
"otu830"	212	761	146	240	989	685	1023	1318	357	3087	1335	5021	2552	1562	2601	227	397	141	780	664	132	228	469	172	329	127	471	667	2813	909
"otu831"	507	1178	222	1728	10226	1589	1593	797	1695	198	885	1713	234	1461	804	147	1019	878	421	1648	608	1887	1143	2380	469	510	440	28	2417	795
"otu832"	396	1295	1746	1319	278	598	638	419	215	972	1400	355	749	1289	294	1027	857	2371	259	63	272	310	113	1601	1977	4123	1438	795	582	827
"otu833"	374	694	333	646	210	2835	165	159	225	549	47	2558	66	972	164	783	5836	705	1473	474	290	1725	1553	447	1138	450	1417	591	3058	549
"otu834"	3305	1619	1361	2367	247	414	306	332	1449	371	839	359	635	565	520	147	579	957	435	303	303	557	47	2608	317	498	1851	388	266	444
"otu835"	1210	126	1733	648	284	542	96	712	1060	862	391	892	42	3082	3034	589	329	1880	1750	854	341	111	392	151	587	372	780	467	2165	193
"otu836"	999	238	674	133	2112	2973	551	5052	260	405	310	223	3368	61	534	2073	467	447	485	1751	682	411	134	1228	489	331	1151	475	813	774
"otu837"	4512	1789	542	3026	506	196	1533	81	1745	1746	393	707	1513	2468	26534	74	945	1867	491	318	510	290	344	93	1175	2300	610	117	1216	312
"otu838"	4094	258	175	469	1326	2466	3102	258	774	561	253	326	1038	1740	408	2520	1266	478	793	1091	313	353	347	460	1022	1481	1590	1733	2568	696
"otu839"	237	1778	1136	316	3627	184	1202	104	803	346	1669	186	686	648	815	678	3296	114	454	674	213	3073	842	3745	450	596	4754	229	1043	149
"otu84"	315	1594	732	305	1991	671	289	337	255	40	2447	267	1719	2874	859	410	317	1000	3831	133	596	1071	269	462	141	673	469	394	521	611
"otu840"	561	743	201	1107	1893	854	1808	3573	1401	630	353	99	368	451	627	413	313	1348	1042	1212	8469	293	64	2636	974	415	1094	1686	1123	2149
"otu841"	613	1377	956	2132	1294	146	1858	491	147	1142	1852	620	407	203	1235	4344	266	939	544	410	440	94	1853	2189	404	357	190	176	939	252
"otu842"	2731	1032	401	95	217	110	507	513	879	1370	3343	855	478	31	792	251	989	83	555	784	656	504	899	292	348	1067	173	472	519	695
"otu843"	294	2977	511	1040	1048	987	293	648	1009	618	1229	278	3935	139	1387	2051	305	570	202	604	331	1432	439	316	756	1436	1411	307	996	912
"otu844"	765	1777	740	1073	745	158	730	213	249	501	634	258	956	300	511	563	992	830	251	1042	647	107	1059	3015	1103	1228	458	115	145	544
"otu845"	203	588	43	3067	422	756	674	350	706	1082	794	576	694	148	2137	384	606	876	146	417	6907	4616	541	658	1451	1211	68	312	280	1175
"otu846"	565	279	1860	333	560	1978	1253	360	688	1023	658	346	597	160	252	1016	1244	397	3428	303	328	286	745	678	161	167	3920	1040	750	1203
"otu847"	67	1611	1218	579	548	1121	245	786	826	180	678	4135	819	517	1400	179	2413	167	1041	300	618	269	490	645	613	204	114	1007	459	198
"otu848"	546	467	178	2326	78	1012	208	235	3895	299	1365	685	814	175	1053	404	1001	758	1876	688	267	4405	1865	572	858	861	728	426	1563	291
"otu849"	606	754	886	457	1231	266	1005	289	940	481	1545	825	319	191	626	1719	502	478	442	902	2233	491	3656	386	1441	314	2064	809	239	856
"otu85"	806	432	3116	1307	435	328	1521	124	188	965	311	360	1194	464	1294	251	757	134	1003	457	1026	196	432	195	470	1472	326	1213	1100	552
"otu850"	118	197	965	116	1445	1561	73	614	875	437	386	225	2638	6347	1408	93	954	586	135	266	723	595	138	185	1099	197	1122	383	1472	601
"otu851"	312	485	143	1985	877	190	204	78	594	1159	618	2495	409	696	679	617	129	533	443	246	81	473	1236	1311	2267	522	359	99	1342	395
"otu852"	392	376	415	65	157	4560	380	460	1832	238	167	221	583	1415	71	205	1631	76	1030	780	219	3229	912	8213	562	266	2175	792	397	273
"otu853"	473	158	690	231	438	3820	5360	250	572	4951	288	3159	2254	1636	380	696	108	250	1115	257	205	979	759	254	266	357	308	1661	627	870
"otu854"	106	336	2105	1597	324	2767	957	880	2768	691	2206	1296	95	271	553	667	1129	4699	165	428	609	380	800	14742	310	607	677	540	848	3814
"otu855"	342	981	1319	989	301	3321	515	1017	86	949	1631	2558	509	376	344	2263	230	228	612	3418	254	732	543	1524	5643	1360	78	1454	928	3960
"otu856"	1026	99	207	967	852	127	126	321	361	374	88	551	588	588	1763	207	260	2319	277	2669	770	289	660	495	1138	1379	275	785	1556	2858
"otu857"	1676	1097	235	462	639	222	334	1115	11102	105	1153	1598	1007	1164	1683	2880	442	439	638	1286	567	1586	951	663	1400	129	2549	607	1088	1600
"otu858"	1959	232	960	520	844	278	927	240	293	890	1980	187	475	336	1932	480	1607	342	1171	877	5215	3500	155	2135	394	1081	205	448	3211	250
"otu859"	1958	15462	744	1487	4126	590	548	136	564	537	503	540	13818	415	59	156	4751	315	888	458	740	385	370	419	6627	3781	544	992	875	655
"otu86"	289	234	1814	1447	701	1034	356	963	1248	1300	769	659	683	3117	140	3568	729	5167	445	1299	1573	240	646	703	585	809	1401	139	1328	792
"otu860"	435	154	427	195	798	878	931	1010	1244	514	550	344	213	705	1845	4172	619	381	359	916	256	498	658	1121	556	460	546	2669	1278	75
"otu861"	87	831	820	513	5351	85	1196	318	1504	2081	1555	250	1795	463	608	755	68	230	177	984	377	530	1105	504	1623	497	342	283	163	1782
"otu862"	321	262	779	1863	1690	705	254	3112	2198	2760	8142	1764	691	177	779	829	64	377	1642	72	165	191	343	630	82	1318	2445	457	2506	818
"otu863"	2028	166	186	1494	369	287	538	276	385	560	467	3628	1157	659	377	708	235	122	714	883	3114	253	403	1096	416	454	5238	617	287	1707
"otu864"	1509	1591	930	4713	642	1039	390	846	500	132	129	888	1516	348	1515	1311	2536	219	2246	97	67	275	2553	1752	323	1440	320	937	2851	2356
"otu865"	709	407	542	3726	675	3509	79	143	378	1783	232	1251	389	185	904	1052	1479	501	1029	470	526	96	995	492	2596	280	703	184	1026	1203
"otu866"	2105	187	1764	743	1402	767	773	1857	249	108	1068	1198	189	574	321	62	446	756	1761	322	65	463	303	960	351	169	1659	210	3071	299
"otu867"	444	39	549	2899	987	1362	388	274	624	1540	718	126	237	416	349	277	673	252	495	283	463	449	166	195	621	307	2527	2458	69	822
"otu868"	342	1394	1995	2892	1938	761	1148	168	5805	123	1453	114	592	873	1128	510	842	2340	806	435	1230	466	125	620	92	1387	7835	648	179	724
"otu869"	541	1223	127	969	553	1318	133	200	2193	415	1108	1203	136	454	1008	1291	631	327	1224	583	1043	764	1404	983	712	1077	973	418	2672	444
"otu87"	390	1030	2626	4142	1190	1137	718	130	62	860	105	242	129	193	1797	1263	908	3819	360	1531	410	1071	4698	49	662	1403	1188	1114	542	88
"otu870"	327	2445	631	1875	703	481	1927	2728	660	467	620	1046	197	704	325	681	176	2728	332	376	497	349	907	2365	745	387	411	95	1368	2639
"otu871"	378	2749	448	265	338	1168	229	906	11217	1427	2008	399	822	1653	1579	381	2442	3506	191	663	974	2046	706	2453	2206	278	887	1556	1644	318
"otu872"	142	3697	3080	117	437	9250	807	1725	967	517	365	1083	188	1362	1374	4427	164	2009	1078	4873	511	786	1650	434	1296	174	191	264	3122	199
"otu873"	693	212	410	196	1446	950	277	697	1672	756	1856	1393	1596	171	384	1053	584	971	1920	65	1086	2832	619	273	256	103	1317	831	1326	421
"otu874"	640	211	984	280	1369	930	910	1714	242	888	823	549	417	830	750	1836	147	388	226	696	473	1697	317	192	268	742	1389	4692	914	1368
"otu875"	392	983	208	304	2147	998	303	769	1731	403	3005	680	452	1602	769	148	892	293	772	686	1327	1638	512	4013	113	154	1146	1123	568	251
"otu876"	621	250	1586	1105	1031	756	165	546	2562	710	154	10531	121	1364	554	1214	585	258	378	662	658	490	1821	405	188	134	1708	4840	1070	334
"otu877"	427	329	709	196	694	318	275	1250	549	778	1328	162	457	410	2346	1059	251	1318	574	845	1271	464	1460	123	1759	945	119	125	1547	479
"otu878"	422	80	1041	1053	710	269	1398	60	528	403	658	222	2723	903	381	3455	8387	943	157	449	127	834	108	546	7414	1180	1699	263	212	465
"otu879"	7020	277	2081	2971	155	1938	86	213	3278	614	740	870	664	314	237	521	74	577	599	3645	1739	461	158	247	219	486	191	1100	3152	268
"otu88"	614	739	1520	805	3340	1730	946	777	3724	447	840	1595	936	523	164	173	229	802	443	2321	200	397	187	514	1129	372	530	195	176	2955
"otu880"	1062	3468	390	707	1845	350	4702	578	153	656	741	1520	279	650	191	366	280	156	79	722	574	255	774	391	4360	409	183	549	302	96
"otu881"	1906	1535	253	2891	1127	164	73	244	1127	382	1086	132	367	479	35	1486	244	175	4365	414	392	1072	452	81	1586	203	141	1325	570	338
"otu882"	1151	1166	98	529	1425	114	112	98	1425	410	321	283	51	395	1059	724	2186	57	2567	237	190	396	1739	916	270	842	185	513	834	216
"otu883"	327	693	1376	2732	1631	97	185	84	1445	1262	1177	679	325	404	3136	221	657	305	144	762	380	219	334	1110	761	222	2925	537	998	1656
"otu884"	418	158	214	1511	1251	1889	1617	1193	1622	2099	252	255	473	423	688	267	564	384	985	113	423	401	1877	879	1734	2342	662	81	873	124
"otu885"	663	389	504	241	466	678	372	203	318	331	251	234	767	412	1207	443	2857	1268	317	818	3674	200	295	1346	242	362	375	667	676	1855
"otu886"	2737	178	149	6919	1277	3648	1235	1486	148	473	1383	268	768	855	188	304	290	693	1889	132	934	1119	325	165	92	258	4693	650	1507	140
"otu887"	75	289	880	233	1837	813	379	484	1991	405	1313	1378	1008	254	205	488	157	243	909	180	763	159	501	2045	920	886	1364	687	278	448
"otu888"	197	758	601	3409	178	2764	512	1058	292	2181	387	511	330	719	664	4561	1017	1896	2338	131	142	1581	3314	805	980	740	5801	734	777	285
"otu889"	470	638	414	309	311	1623	1483	391	3050	1456	439	271	454	298	939	438	1238	217	398	1334	1688	494	2810	597	79	1921	2937	169	558	57
"otu89"	511	557	6471	1717	940	573	7104	2576	396	152	549	2129	414	417	446	1557	1922	99	769	70	839	591	263	366	934	807	3494	405	160	468
"otu890"	487	546	103	749	489	1636	1452	468	822	1460	1342	112	496	877	559	212	1078	1313	792	1148	435	1388	578	858	358	1103	909	320	1032	1854
"otu891"	3631	1324	1354	107	1887	357	1007	1057	1262	413	807	1042	595	426	2688	1807	857	1033	1111	298	1049	237	2733	1766	231	706	1251	548	1992	108
"otu892"	1511	260	191	251	840	465	2379	344	777	420	874	185	477	1875	305	74	257	299	84	379	721	163	172	616	475	978	911	698	73	177
"otu893"	614	355	850	4262	128	475	1142	761	253	510	760	2830	1606	585	946	1233	841	267	968	469	695	2809	896	791	171	3273	187	215	384	348
"otu894"	248	645	858	137	1815	57	603	210	503	1955	530	2803	1402	657	2099	2389	323	99	3723	404	2824	1911	1954	195	742	1245	1341	3583	231	395
"otu895"	90	548	416	228	912	85	188	225	214	538	104	548	5812	703	1531	1133	267	231	1269	3761	1045	96	610	953	3384	265	135	2073	455	496
"otu896"	641	1213	2168	273	175	1138	708	180	3486	1168	1361	269	55	624	101	482	994	3853	1183	1352	598	228	844	355	304	381	470	482	262	194
"otu897"	9405	1538	1438	223	450	365	3477	320	1298	1197	989	453	835	843	716	381	1409	2129	230	598	837	454	167	186	177	183	667	122	849	174
"otu898"	39	742	564	620	1378	929	835	1145	410	314	1776	2029	291	541	194	406	1352	378	245	456	229	207	437	1336	488	172	866	155	752	1269
"otu899"	217	898	139	187	826	824	364	2461	719	328	625	481	1568	968	193	560	439	1271	1179	164	1564	654	236	366	265	466	3270	413	585	448
"otu9"	1646	167	959	841	3045	859	1651	278	739	145	1460	98	817	170	511	257	1052	245	239	495	3210	668	2433	457	1162	167	444	4689	1839	3538
"otu90"	380	297	246	652	611	62	2419	526	903	1518	259	125	1212	1762	144	1223	594	451	1692	1152	908	506	16	323	126	2722	295	5400	1602	284
"otu900"	584	683	458	45	732	155	150	500	168	148	230	1234	209	4075	255	1194	567	297	2290	456	541	786	515	602	455	1740	556	558	539	322
"otu901"	1276	2066	585	436	428	2728	199	951	995	1351	366	1288	203	1502	911	1560	405	3152	2144	1681	439	1229	63	121	421	1086	219	723	195	537
"otu902"	490	463	221	887	488	502	1232	167	234	270	562	588	615	1008	188	261	696	1526	582	728	513	206	226	765	931	437	2775	432	328	1925
"otu903"	493	194	520	316	1226	133	522	450	60	1676	694	358	954	322	1806	442	420	2195	4671	1737	1643	589	1740	426	384	69	788	889	448	1867
"otu904"	313	435	1084	290	2657	155	385	90	1906	6012	507	395	577	233	394	152	79	546	499	4323	156	813	297	617	731	2495	1606	167	450	602
"otu905"	1836	1124	1045	865	508	2226	882	198	2165	369	1343	917	1420	225	379	1299	785	1651	3035	102	82	9010	880	91	1143	438	115	1282	2341	271
"otu906"	1532	687	275	1148	324	635	956	353	1589	60	550	274	810	192	2213	191	653	464	177	2199	1193	366	1720	979	47	577	859	624	3340	1430
"otu907"	115	1099	920	582	1665	186	1814	259	1690	1482	538	158	125	409	711	539	149	503	945	417	1587	1410	212	3488	244	619	406	222	210	675
"otu908"	677	1048	832	86	2458	529	328	6983	412	970	1690	969	501	2858	2520	256	600	421	1721	318	286	1036	924	59	309	871	149	397	126	1035
"otu909"	1183	815	775	529	172	1417	301	1452	472	158	2253	944	92	286	1197	795	616	212	554	1497	152	192	553	925	2026	466	368	876	197	350
"otu91"	917	100	1949	109	225	2281	733	405	6400	2125	361	355	970	861	729	1307	5299	630	3952	497	457	856	766	914	243	443	226	278	2384	775
"otu910"	495	1334	6277	415	3143	104	349	1524	136	467	209	1628	1423	1156	1207	147	1153	103	4115	1270	474	815	1241	175	4432	2088	223	293	527	165
"otu911"	200	667	2260	339	4041	4715	1305	725	569	286	2637	962	258	1207	761	675	608	307	402	620	3152	302	550	1494	1926	1138	1529	370	1758	349
"otu912"	1152	1357	1629	374	2896	1769	207	1377	362	585	827	215	255	173	1355	665	83	3648	261	266	546	269	269	1002	874	282	1434	2332	1941	1090
"otu913"	1270	566	930	130	1423	273	954	825	1320	2052	509	92	4502	322	600	340	228	1260	414	3180	623	60	400	3005	700	1055	676	213	1513	519
"otu914"	287	656	328	190	1626	668	325	555	1405	497	1086	2192	919	473	217	6129	659	1570	215	574	287	190	354	1093	284	2045	6319	313	2395	572
"otu915"	558	523	527	251	1044	318	487	3097	729	459	620	343	178	525	540	353	203	2699	437	986	1657	123	382	2291	210	889	1680	741	510	3939
"otu916"	1641	490	176	760	409	253	715	749	119	696	2447	1317	855	8540	607	7437	468	961	2275	463	2854	1522	874	1015	115	477	649	998	1357	811
"otu917"	103	88	266	5017	930	1100	1281	1142	486	142	198	714	417	410	522	63	195	239	223	686	998	646	405	2358	1537	321	922	165	374	162
"otu918"	1301	425	2545	465	371	1134	775	3979	448	522	2376	1369	455	237	34	1074	396	931	2534	2227	1552	1366	419	631	1226	1388	45	108	559	1450
"otu919"	989	398	258	1422	338	947	187	394	585	123	1736	481	558	421	416	204	220	300	135	66	1693	524	1259	242	793	429	1691	1016	996	4173
"otu92"	121	7067	918	1628	2005	615	574	227	3114	581	1205	6542	251	614	730	382	563	1256	767	1496	579	1875	126	245	5071	318	1021	170	806	732
"otu920"	89	110	5394	218	213	467	766	1689	624	430	1166	1905	37	1323	1611	2362	74	5796	349	539	278	145	744	669	798	579	1246	609	819	158
"otu921"	365	251	539	568	616	866	201	417	92	446	268	176	554	3018	442	489	1479	1915	315	2240	2277	861	224	637	1308	3551	262	1678	436	227
"otu922"	289	883	239	155	277	174	85	389	1211	9150	282	293	317	308	1072	416	845	136	1334	1524	263	530	440	3270	1592	74	159	4294	761	293
"otu923"	960	456	403	300	193	205	64	412	1141	623	1701	784	518	220	662	1209	2648	392	200	561	408	323	580	320	1841	1780	598	62	353	348
